Compute_Cores,Data_Stored_TB,Network_Traffic_GB,Monthly_Cloud_Cost
44.1,232.9,864.0,7339.19
24.4,240.7,3970.7,36732.36
38.8,356.3,414.8,5120.74
2.6,470.9,1050.9,5084.35
41.4,171.4,3315.1,28422.03
58.6,30.7,4289.1,45099.67
40.0,253.2,1338.1,8461.7
56.2,276.8,1703.2,13921.39
46.9,92.5,2731.9,21188.31
9.5,382.6,1136.7,5937.9
58.0,492.6,4074.7,44006.61
6.1,473.4,3890.8,34766.01
35.1,106.6,811.9,5035.95
10.8,438.9,2372.8,15300.07
2.7,355.2,3896.7,34418.17
28.2,232.4,1752.9,10042.62
20.3,274.9,3202.2,24168.84
32.1,426.3,346.0,4655.97
37.8,245.3,3082.6,25174.67
4.7,192.9,848.0,3150.87
9.6,251.7,4169.9,38519.71
36.6,293.8,1841.7,12348.99
23.3,102.6,1479.6,6777.24
47.2,451.4,4220.4,44371.05
42.4,340.4,345.7,5848.91
54.4,320.3,2043.4,16545.76
44.9,58.8,1913.0,12672.1
28.7,306.0,1495.5,8659.08
43.7,69.3,4567.6,47898.34
19.1,48.6,3779.5,31825.11
21.0,268.4,413.2,2788.73
50.9,207.4,3602.0,33884.73
29.7,298.5,2683.8,19647.94
51.5,53.7,4514.3,48370.72
53.0,221.2,1633.4,12387.71
55.2,95.6,2913.4,24697.69
58.8,493.7,2553.7,23098.35
28.7,285.0,2498.8,17273.13
21.8,346.8,2334.9,15064.63
38.1,169.5,1107.6,7370.92
25.0,56.4,3803.0,32988.35
39.3,488.2,2311.5,17493.01
45.7,150.3,4796.7,53549.85
44.7,217.7,1378.0,9514.78
25.2,328.4,3445.4,28724.25
12.3,22.1,4709.5,47359.46
28.7,407.0,3350.9,28318.67
10.8,272.9,4369.2,42631.05
57.2,146.3,4154.7,43730.05
23.4,40.2,1864.6,9760.35
11.6,89.6,3040.6,21272.32
3.6,448.6,865.7,4553.05
42.0,346.2,2724.1,21291.15
41.5,132.5,1229.1,8284.88
23.1,42.1,3744.3,31987.67
6.4,348.4,2687.5,17813.7
27.4,290.5,2115.0,13187.63
21.3,208.2,1417.1,7175.26
44.0,188.2,4993.6,57379.08
39.6,116.2,451.4,4452.35
24.6,338.1,313.4,3281.45
15.5,485.6,1164.6,6620.24
63.3,96.1,4858.3,57670.34
30.1,302.6,4898.3,54245.89
44.7,217.9,3309.1,28769.02
10.7,228.9,4412.5,42760.06
32.1,134.5,1148.4,6471.45
3.7,414.3,4863.0,52061.97
33.3,247.8,799.6,5285.25
61.8,276.3,595.5,9451.72
25.8,159.3,649.8,3196.15
4.4,99.1,2908.3,19088.39
3.9,52.1,3926.8,33486.52
26.1,359.9,1896.7,11716.99
11.9,106.2,4891.7,51815.67
3.4,348.1,2228.7,12959.9
48.9,201.3,837.2,7661.01
30.4,213.7,2383.2,15965.49
19.9,239.9,3427.3,28136.03
57.8,190.2,4177.9,44304.09
9.2,59.3,2348.0,12696.32
61.3,161.7,3008.7,27634.95
21.5,335.2,1410.0,8094.21
57.1,336.2,3265.0,30732.35
39.4,150.2,4931.3,55325.97
53.3,235.5,340.4,7355.7
63.0,104.8,4444.0,49863.83
19.9,113.1,2855.2,19469.06
61.6,21.3,1335.3,11237.33
26.1,449.4,4779.0,51991.62
25.9,113.2,2468.4,15775.84
23.1,121.5,1725.3,9063.12
35.6,147.0,989.3,6029.65
11.6,72.4,1297.8,4866.22
36.3,323.2,4181.0,41662.8
35.6,46.8,3110.6,24117.43
49.2,75.8,4574.9,49391.95
53.7,325.9,1236.6,10644.57
29.3,176.4,693.6,4170.24
20.7,356.9,129.8,3330.46
18.1,283.1,2588.5,16766.95
14.1,135.5,4991.7,53212.17
5.6,328.9,3505.3,28656.98
23.2,67.0,1611.1,7884.0
18.8,272.8,4396.6,43427.25
61.9,224.2,3930.4,40852.82
36.6,141.3,175.5,3928.54
23.5,306.0,4102.6,38764.05
38.0,437.0,1572.6,10595.52
10.6,499.5,833.4,5191.3
29.5,307.8,1209.0,7155.37
40.8,208.3,2396.0,17089.29
32.3,120.4,2181.9,13481.45
26.9,136.0,1515.5,7302.07
63.6,244.9,943.9,11120.08
56.6,190.0,3834.9,38429.6
40.7,457.8,4951.5,57193.35
37.3,190.5,3911.2,36805.29
40.5,193.0,1550.1,9617.27
14.5,197.9,1299.6,5622.17
26.5,419.9,1166.6,6925.47
4.4,328.9,769.8,3413.42
31.5,310.9,2801.5,20935.89
35.7,173.7,3066.5,24087.37
16.1,410.8,3557.0,29911.79
61.8,28.8,3433.0,32321.43
58.4,436.7,1532.4,14499.02
46.8,261.2,1718.5,13042.07
35.1,205.1,3439.4,29136.74
55.9,253.6,1812.3,14516.19
10.1,337.0,1141.9,5737.66
51.0,16.3,1934.2,13242.84
9.7,437.1,1433.2,7413.46
51.2,228.9,532.7,6917.75
19.1,178.1,4167.7,38502.38
56.4,77.7,4280.2,45145.41
60.5,225.3,1176.8,11125.19
11.2,253.2,417.4,2389.78
30.7,207.8,3720.3,32762.6
62.8,342.5,1136.5,12035.03
32.0,216.2,2027.8,12549.37
55.5,481.1,414.3,8785.95
38.5,303.6,1208.7,8390.62
25.3,405.7,3985.2,37361.1
19.7,63.6,4041.5,36340.61
14.6,204.7,1114.7,4974.09
49.2,175.1,1746.0,12758.26
26.0,289.0,757.8,5000.12
33.7,431.9,463.4,5068.59
32.5,48.4,4961.6,54227.44
37.8,45.6,3312.4,27317.06
55.7,426.7,2756.3,24552.5
62.8,114.3,3850.9,38775.67
27.3,337.7,4216.4,41112.48
53.3,276.0,4052.9,41770.72
49.4,418.1,181.0,6391.05
37.6,71.3,1015.4,6276.71
61.3,73.6,3309.0,30750.92
14.4,282.8,1941.2,10754.53
8.8,473.7,4914.2,53508.22
54.9,213.3,3360.5,30788.05
29.2,170.2,4787.1,50825.28
54.5,307.3,1087.1,9907.27
57.4,465.9,4333.4,48558.92
5.9,420.1,1674.6,8828.82
56.8,497.8,4948.9,59936.05
29.8,21.1,872.7,3908.7
33.6,65.3,2630.1,18296.16
40.8,308.6,3984.9,39131.08
59.4,412.1,2219.9,19960.53
3.2,149.8,2393.6,13756.44
31.6,127.2,4933.1,54122.65
44.6,395.6,2184.0,16337.61
46.8,37.6,3060.0,24755.9
44.9,191.0,367.2,5315.12
10.3,257.8,4226.8,39195.36
20.6,284.6,3276.0,25985.26
24.2,367.0,2079.7,12867.49
51.9,183.9,179.2,6596.26
19.3,310.2,2999.2,22354.65
15.1,296.8,162.0,2548.51
61.4,278.3,105.9,8645.4
2.5,323.8,3118.9,22690.4
63.9,137.1,1026.2,11314.7
44.0,51.5,1040.2,6880.9
53.4,68.4,3301.0,29350.87
20.3,120.0,363.1,2054.64
2.9,255.1,1635.7,7431.74
47.7,421.8,832.2,8554.44
53.7,353.6,2942.9,26167.49
47.9,396.6,3342.6,30354.92
10.9,182.0,3633.6,29316.6
48.7,208.3,1350.6,9731.27
49.7,202.9,537.3,7004.26
42.8,104.0,485.5,4839.21
49.5,40.0,2188.1,15600.5
54.4,299.5,4734.6,54746.91
40.0,494.7,1166.9,8855.75
7.5,91.7,1358.0,5028.61
32.2,32.9,594.4,3328.98
6.8,392.0,3067.3,23070.54
27.3,133.8,3431.4,28242.21
27.2,416.5,3250.4,26833.31
6.1,354.9,4319.5,41774.61
23.6,473.4,2483.5,17258.85
8.9,210.4,758.8,3515.77
52.1,334.4,1518.1,12372.44
60.8,237.8,3345.9,32367.5
6.5,319.0,3104.3,22736.77
61.2,230.3,2701.9,24031.81
34.4,102.4,3446.5,29021.26
20.6,258.9,3223.2,25015.46
6.8,269.0,4418.5,43317.23
33.0,407.2,2971.5,23693.05
51.3,370.4,3915.1,39370.83
45.8,335.3,1318.7,9886.2
5.1,65.6,3423.1,25791.75
6.5,363.1,4520.8,45137.81
27.0,255.1,1990.1,11696.12
20.3,448.1,3917.6,36369.83
16.4,460.7,3651.5,31541.61
19.4,37.0,391.7,1826.63
51.8,412.1,2949.4,26220.77
59.6,28.5,737.9,8126.01
27.1,189.9,4839.9,52376.04
58.2,275.7,4075.9,42753.92
21.9,82.6,637.6,2920.48
31.5,375.7,696.6,5531.6
16.0,14.1,3012.9,20573.7
41.7,92.6,1790.0,11035.43
62.7,294.6,271.0,9273.38
39.4,360.0,2754.0,21801.49
24.2,459.2,2000.4,12641.65
42.2,355.7,595.3,6621.76
9.6,339.2,4029.4,36757.85
57.1,203.2,4583.9,51193.78
33.2,10.6,3807.3,33200.85
29.9,68.9,4129.9,38890.13
38.3,271.9,1160.8,7831.87
40.7,340.8,1391.5,9585.27
6.5,214.5,1121.8,4277.23
44.3,368.0,3848.8,37245.55
17.0,265.7,4744.8,49539.46
46.3,46.3,3612.5,32212.82
53.0,104.1,4419.2,46776.01
51.8,421.6,3229.6,30087.61
36.3,365.2,1999.5,13911.48
34.3,448.4,2186.2,15170.85
10.9,67.6,469.1,1590.71
50.1,495.2,254.1,7418.89
18.8,112.6,3507.8,27919.57
32.8,15.8,2248.3,13645.72
19.6,498.7,2805.9,20655.5
10.3,147.7,2832.5,19217.21
41.0,337.3,1459.1,10060.48
5.4,96.6,2431.9,13625.36
48.4,294.3,2406.7,18703.41
21.7,453.0,2003.3,12843.36
2.0,166.9,4121.3,36648.67
33.7,338.4,2310.7,15861.85
4.9,102.1,3057.9,21386.17
19.1,316.1,4488.0,45251.89
45.8,174.9,4344.5,45062.28
5.9,113.5,4463.1,43489.71
54.0,163.5,1423.0,11251.49
2.2,97.6,271.4,796.39
17.3,451.9,1379.2,7628.48
47.9,204.6,1465.7,10323.95
21.6,130.2,4555.9,46037.26
8.3,229.7,3281.3,24886.72
24.3,167.1,500.3,3392.23
18.8,374.8,763.4,4777.61
54.2,485.9,862.8,9895.49
21.4,224.6,3189.1,24089.08
50.9,431.9,3703.5,36487.22
57.3,287.3,4312.3,46785.57
28.9,87.0,4709.1,49163.09
58.4,348.4,1088.4,11375.3
25.4,261.6,1617.9,8935.06
61.8,328.8,1277.6,12693.99
7.5,445.9,1857.9,10424.96
44.6,225.8,4581.9,49632.54
32.6,451.6,2918.1,22978.1
26.0,377.8,3717.1,32520.22
41.2,249.4,2501.6,18655.64
45.6,305.6,241.4,6199.29
2.3,169.5,414.6,1713.41
12.4,492.0,2735.8,19262.97
46.2,337.0,3622.1,33728.08
43.3,31.5,1155.1,7357.93
61.9,170.0,3637.4,36299.38
49.2,315.4,4072.3,41510.78
60.9,37.6,2118.3,17618.08
45.6,21.7,3757.5,34161.85
20.5,230.5,2079.7,12475.57
8.5,173.0,3423.9,26461.29
50.5,224.8,3843.6,37113.79
41.9,138.7,4960.4,55967.8
5.0,90.7,1792.4,8302.43
24.3,347.7,2114.1,13166.91
61.3,262.1,911.5,10076.52
33.0,108.1,1100.0,5915.5
28.8,166.6,3497.6,28807.7
30.4,300.0,4593.5,48262.28
15.0,45.4,2033.6,10492.16
24.9,82.3,981.2,4137.68
24.9,45.9,1497.0,6864.15
5.2,408.0,2329.8,14545.92
49.6,378.7,1524.2,11917.49
27.8,379.1,1244.5,7212.76
53.0,361.0,3706.3,36256.21
54.7,338.0,138.4,7621.66
15.1,243.7,2742.2,18503.55
42.8,324.7,3989.5,39026.06
31.3,28.8,1404.5,7036.29
56.6,314.5,3056.1,28243.87
15.4,391.2,3377.6,27029.74
44.0,255.2,3309.6,28287.65
39.7,185.2,2284.7,15926.82
20.3,145.9,1798.2,9243.33
10.5,325.0,4196.0,39282.47
42.4,349.5,3816.4,36643.05
47.8,436.8,1674.2,13368.43
21.6,177.7,604.8,2649.8
42.0,387.2,451.9,6040.1
26.5,285.1,562.0,4650.45
46.2,442.6,2956.1,25592.06
14.4,268.6,353.1,2684.13
57.2,263.6,1750.9,14818.96
19.8,293.2,3790.7,33239.49
24.8,377.2,1542.3,9182.38
5.6,482.7,3840.2,34316.63
8.9,46.0,3752.8,30855.69
34.0,36.2,1304.6,6718.38
18.6,469.4,3671.2,32221.71
53.8,269.6,3764.1,36987.76
2.9,311.3,2047.5,11189.12
25.5,246.4,1131.1,5699.69
22.9,55.9,2654.2,16894.74
3.2,386.4,4614.8,46991.62
9.7,376.1,3234.1,24666.59
27.6,162.7,947.3,4805.27
32.6,160.1,3445.5,28616.27
27.1,420.5,2193.3,14711.18
34.9,45.5,2998.5,22623.01
38.9,441.7,3696.9,34473.13
2.6,135.8,2623.2,16299.58
30.8,300.6,4088.5,39399.77
61.7,468.6,3638.6,37868.68
34.2,342.3,3113.9,25284.99
44.0,213.1,838.9,6907.19
21.3,347.9,4196.2,40609.08
50.0,178.6,4685.9,52355.5
49.9,145.9,771.1,7524.47
34.3,498.4,2492.4,18775.57
62.5,377.9,1368.6,13720.38
9.8,325.9,3797.2,33190.22
3.1,184.1,3636.0,29248.28
49.7,34.1,790.3,6592.84
52.0,25.2,4397.4,46257.34
9.5,281.5,986.8,4546.54
18.5,383.4,4006.6,37285.07
3.1,273.3,2339.2,13648.28
20.2,422.0,1708.5,9590.08
49.9,26.4,875.4,7052.6
34.1,189.7,921.3,5455.11
23.6,126.2,3343.3,25740.59
25.0,229.2,2797.1,19468.09
2.1,45.5,698.2,1831.24
20.6,477.5,652.2,5102.3
42.1,119.4,454.3,4894.43
62.4,461.9,3744.5,39515.34
54.5,218.7,3588.2,34632.59
3.5,492.9,386.3,2807.3
57.7,281.5,2845.3,25451.89
50.6,466.1,514.9,8110.75
50.4,12.6,4528.4,48446.17
30.4,376.6,4544.9,47490.3
26.7,452.5,3521.3,30369.32
20.8,78.5,4638.3,46988.11
6.1,57.1,4076.1,36292.16
16.2,218.0,4159.8,38858.15
17.3,467.5,2891.6,21322.89
32.0,275.8,1599.7,9288.95
48.3,268.5,1167.2,8852.33
31.4,79.2,1703.3,9632.97
5.6,10.4,3179.6,21931.58
61.4,407.0,946.0,11245.83
60.4,52.9,1367.3,11857.83
50.7,320.6,2393.5,18870.47
63.5,458.2,1241.9,13830.15
35.8,112.2,2984.4,22585.8
61.7,336.0,4623.6,53551.84
6.7,48.6,3765.6,30774.68
24.7,305.8,3365.5,27240.87
16.0,90.3,2955.3,20359.73
14.1,370.6,2490.9,16078.95
10.7,157.6,1014.2,3411.53
40.6,237.1,4484.1,47019.25
50.4,303.7,1317.8,10287.14
37.9,93.9,547.4,4450.26
11.1,373.4,3775.1,32517.58
52.3,158.3,960.5,8292.01
41.4,334.6,1922.3,13623.15
26.1,87.6,238.6,2308.33
43.8,347.2,771.6,7278.21
18.1,72.8,948.7,3813.0
23.4,218.4,366.6,2694.26
58.9,131.1,3317.6,30840.25
20.0,376.7,4201.3,39605.2
31.1,138.4,1929.2,11389.69
57.2,442.0,4385.4,48991.22
45.9,447.0,1145.4,9410.53
5.9,106.3,1694.4,7518.07
11.1,310.8,838.6,4231.5
2.5,53.0,3140.7,21653.77
41.1,201.9,2157.4,14668.43
29.8,359.5,3105.1,24747.81
10.3,333.1,3832.2,33135.82
61.4,316.1,2773.9,25223.22
34.8,148.4,3175.4,25469.11
17.0,195.2,4682.7,48112.24
33.0,60.4,1565.4,7964.06
44.1,362.3,1859.9,13165.56
6.7,256.9,3616.7,29647.54
19.0,357.3,3095.4,23786.68
52.0,132.0,974.8,7895.03
30.5,169.0,1943.1,11635.6
35.9,173.8,2392.4,16644.49
28.8,22.6,2155.0,12924.52
4.7,177.1,973.5,3628.61
12.3,403.6,4629.7,47949.63
29.6,449.7,3835.4,35111.57
15.0,263.9,2458.6,15949.27
5.1,233.2,3432.3,26590.58
54.3,25.1,4496.7,48240.73
62.8,440.8,767.3,11030.07
51.2,16.4,1326.8,9745.95
54.9,472.9,2759.2,25298.45
17.0,249.7,4015.2,36454.06
61.6,177.5,277.6,8495.68
14.2,462.9,4921.7,53969.07
61.0,22.0,2329.0,18812.9
63.7,294.9,1860.2,17200.78
46.1,279.0,1534.3,10979.05
62.8,117.5,954.3,10598.15
37.3,220.2,3978.7,38059.51
18.1,329.6,4781.5,50921.16
29.1,366.3,2126.9,14400.75
38.8,10.4,4766.9,51623.47
6.5,469.1,4136.6,38937.44
40.6,90.6,2457.2,16987.09
62.8,124.5,3402.7,32343.33
13.8,139.1,2231.4,13041.73
51.1,28.5,2837.7,22653.11
58.3,70.3,384.4,7535.35
60.5,493.3,3511.7,35553.33
61.5,164.5,358.8,8702.99
34.3,66.5,4103.7,38494.77
62.6,62.4,4142.2,43680.33
49.0,362.5,1261.7,10298.75
12.0,428.7,1685.9,9145.89
31.6,135.9,2458.4,16421.63
46.5,20.2,3023.6,24214.31
17.3,119.3,1508.0,7003.3
41.7,37.7,3003.2,23250.49
43.3,60.7,1559.2,9611.28
12.1,221.4,371.9,2034.79
37.0,122.7,112.4,4154.11
49.8,262.8,595.6,7250.74
32.9,134.2,3982.0,36314.59
2.8,470.9,4811.0,51137.83
2.6,453.9,2192.1,13211.79
24.1,287.7,2612.2,18359.29
59.4,183.7,819.6,9563.94
16.2,196.8,2800.1,18700.16
41.3,211.8,808.8,6915.31
15.8,366.5,3095.0,23368.04
21.9,231.3,4673.0,48788.98
54.6,429.8,1058.9,10342.14
47.2,472.6,3846.4,37709.73
7.9,174.6,215.2,1123.39
28.6,284.7,1939.9,11054.57
3.8,56.6,642.7,2206.22
31.8,108.2,1827.1,10489.77
43.1,212.6,950.3,6907.33
9.3,111.0,1929.2,9544.53
19.9,439.5,2145.9,13670.16
26.7,87.6,1572.9,8077.41
59.0,233.3,3317.4,31692.04
63.6,306.8,4602.4,53611.99
4.8,349.0,2062.9,11347.85
49.2,197.7,1042.5,8652.27
25.0,435.9,1426.5,8755.15
26.3,288.5,4284.6,42042.27
48.8,225.4,2901.0,24645.95
58.9,42.9,2329.6,18663.87
61.0,237.7,833.2,9711.54
37.8,412.2,2303.7,16977.7
24.1,311.1,1464.6,7916.42
50.8,417.8,4721.5,54200.33
17.6,252.1,4431.9,43516.18
37.0,68.0,511.1,3958.13
24.2,16.7,2631.6,17238.0
42.7,158.6,1202.8,7926.85
16.9,352.0,2112.8,12461.43
13.9,397.2,4396.6,43852.98
58.9,154.9,2684.8,22808.65
8.3,252.9,1737.7,8418.7
33.4,216.3,1118.7,6775.64
15.7,211.2,4021.6,36480.84
4.4,123.4,3160.1,22742.43
4.2,76.8,2393.5,13113.49
12.9,106.4,1165.7,4636.8
55.7,37.1,1737.8,12903.07
19.5,107.1,4803.2,50039.16
60.9,14.5,2648.4,22663.03
38.1,317.4,2063.4,14080.69
29.1,165.0,2655.0,18318.87
38.0,486.8,3917.0,38189.46
34.0,104.9,1766.5,9949.78
49.0,179.5,975.7,8269.33
19.5,185.3,2966.2,21257.94
23.9,14.1,3359.5,25310.18
57.4,421.2,3592.3,36027.72
60.7,25.7,4421.7,48136.32
57.3,470.7,1918.8,17178.66
28.0,447.1,469.2,4435.82
50.4,272.4,4795.9,54637.6
31.5,276.4,2231.6,14819.93
32.8,330.4,3154.0,25562.66
14.7,199.7,3364.9,26284.02
38.7,327.1,2777.9,21242.44
13.5,31.9,1105.8,4266.78
22.6,36.5,3800.2,32461.23
55.0,234.0,4038.4,41936.13
14.8,279.3,2809.6,19584.46
6.4,445.0,2493.9,16248.7
6.3,61.3,658.3,1515.93
60.3,413.1,511.4,9519.16
33.4,112.9,1763.9,10561.23
27.4,203.1,1623.1,9265.1
52.3,165.1,4772.9,53913.12
53.8,206.1,3939.8,38910.47
22.6,83.7,3333.6,25626.3
45.0,256.7,2636.5,20520.24
49.8,402.8,920.1,8972.49
42.6,226.4,4894.4,55344.57
11.4,250.4,1937.7,10522.14
56.3,425.9,623.9,9499.05
35.4,356.0,2519.6,18588.74
19.5,250.3,4382.6,42518.33
28.4,136.3,4447.7,44308.52
4.3,443.6,153.7,3182.93
9.9,292.7,4442.8,43752.89
49.5,118.4,1430.3,10299.56
2.0,141.9,291.0,1310.04
27.8,403.5,4254.2,42312.63
34.4,31.6,4332.9,41890.22
5.4,496.1,3021.5,22492.11
62.3,73.9,2914.7,26032.82
16.0,400.1,4084.3,38581.07
20.9,203.4,3952.9,35476.61
20.8,251.2,4461.5,44103.95
16.3,441.5,2808.5,20367.83
2.1,212.3,4841.5,50359.48
47.2,273.4,4981.1,57615.22
61.9,34.2,671.1,8343.0
15.9,11.2,4262.8,39512.72
43.1,130.0,2549.1,19034.88
48.0,343.5,1999.1,15395.9
54.6,69.4,3104.1,27041.61
28.2,65.7,374.2,2821.37
20.8,211.4,2581.7,16916.4
22.2,327.4,4367.4,43473.36
46.2,358.9,1146.0,8662.21
52.6,97.4,2189.3,16555.1
13.3,49.0,4703.5,47259.44
25.0,470.8,2200.0,15011.7
57.9,137.7,1856.0,14809.87
52.0,428.1,2258.6,18729.21
63.1,433.1,2645.3,24483.67
48.8,388.5,3196.8,28925.86
26.4,92.7,4023.4,36728.85
38.6,412.7,2315.3,17241.13
43.0,386.9,4105.7,41278.02
6.9,302.4,2715.2,17779.1
35.8,175.2,1758.6,10779.57
46.0,138.6,3324.0,28519.42
12.4,69.7,3616.8,29055.97
50.4,259.8,2834.4,23212.09
38.2,296.8,377.4,4937.63
61.0,186.1,932.4,10543.78
4.6,242.9,1498.0,6836.0
18.5,188.1,1484.9,7164.01
39.3,324.1,3399.8,30185.65
20.4,451.6,189.9,3022.34
46.3,90.3,3802.8,35363.02
49.1,196.9,1400.2,10246.49
8.4,79.0,1619.1,7084.14
33.9,316.2,2686.8,20127.57
33.6,367.1,1158.0,7389.89
24.9,466.6,4433.9,45696.32
59.8,146.6,518.3,8147.15
53.3,475.6,2277.5,19671.74
45.2,41.0,4262.2,42532.85
46.3,305.5,3117.6,26784.34
30.6,38.0,1532.4,7699.72
59.1,447.9,2161.7,19502.27
45.1,269.6,3562.8,32483.43
47.2,338.0,4869.0,55962.91
55.4,417.5,4476.4,50394.57
19.0,83.7,1777.9,8836.46
52.0,28.9,4991.2,57938.18
14.1,440.7,117.2,3072.61
23.4,164.3,235.4,2385.88
22.8,73.2,4136.8,37959.97
62.7,239.5,1077.4,11358.67
55.1,303.2,397.8,7900.57
45.5,25.2,1262.0,8066.59
47.1,144.7,2187.9,15811.96
36.8,26.1,3679.8,31596.11
60.7,216.0,3159.2,29682.63
32.8,448.6,1264.3,8533.55
25.6,491.5,2566.0,18804.22
12.1,322.2,4638.4,47572.53
50.7,89.2,4093.5,40599.73
47.5,453.9,1683.6,13180.9
25.8,263.0,4913.1,53665.79
3.6,85.3,3572.2,28160.6
54.0,461.6,406.0,7930.58
2.7,381.2,272.3,2415.68
45.6,368.5,925.2,8331.33
62.2,357.5,3666.5,37529.88
29.1,108.2,1000.3,5066.91
16.6,113.4,2606.3,16191.93
45.7,347.3,557.0,6649.9
52.7,117.7,4612.3,50702.95
35.9,224.9,1785.4,11013.63
62.0,393.2,4549.8,52960.93
5.2,394.1,4729.9,49190.31
33.3,232.1,130.0,3512.61
46.5,398.2,2374.3,19224.64
55.5,420.9,220.8,8430.07
13.1,330.8,4552.6,45587.59
51.6,121.9,2640.2,20855.71
36.3,144.3,467.2,4300.55
26.6,164.3,640.4,3784.56
10.2,67.2,1979.2,9295.92
55.6,143.8,4707.1,53585.01
11.8,112.7,3495.3,27543.01
21.2,233.1,4351.3,42578.62
20.0,455.1,1895.6,11898.18
56.0,61.2,311.7,6748.5
43.7,362.9,4874.2,55768.36
51.4,346.8,184.1,7423.1
17.5,56.9,4743.5,48894.58
40.7,462.1,1906.5,13777.55
37.4,288.6,149.4,4722.97
53.6,188.2,3476.9,32228.61
58.2,380.7,4904.6,58983.48
2.8,136.1,4831.6,50119.99
43.8,349.8,888.6,7328.75
5.2,29.5,988.1,2858.68
36.0,421.3,2871.1,22913.08
19.8,229.6,3222.8,24559.84
21.0,322.0,3723.1,32506.98
23.9,118.4,987.1,4719.29
40.5,341.8,4799.1,53587.36
22.7,388.4,3229.8,25854.47
47.4,241.9,4250.5,44287.08
27.1,312.7,2746.3,19931.12
6.2,233.6,2130.0,11689.74
50.6,448.1,4888.2,57235.38
19.7,254.0,2952.4,21474.48
28.8,422.5,4347.7,44146.98
44.5,402.7,4771.1,54257.22
22.6,211.1,3409.2,27387.1
5.5,122.7,2789.8,17426.18
25.2,209.0,117.2,2310.89
60.6,414.8,296.1,9443.17
41.8,121.5,1084.2,6963.14
43.6,267.0,1011.4,7874.03
41.2,405.0,1348.3,9883.95
14.3,183.2,1594.2,7499.31
27.9,324.7,1864.3,11362.29
48.6,130.4,2160.6,15510.48
8.3,63.5,584.4,1707.83
19.2,399.2,307.6,3282.15
19.1,58.5,3402.3,26133.92
28.8,143.0,2732.9,18906.95
62.8,429.0,2276.3,20907.83
6.2,179.8,3208.8,23657.08
34.2,486.8,4155.6,41601.33
13.1,490.1,2195.7,14116.92
62.2,141.5,3241.5,30920.47
9.0,30.1,4772.5,48756.64
27.0,355.5,4214.2,41322.24
47.7,231.0,2187.4,16424.71
45.7,59.4,3259.1,27580.34
28.2,356.7,967.6,6070.1
23.5,25.3,2846.6,19448.57
26.7,436.4,4908.5,54725.21
18.4,77.9,2639.7,16580.83
14.7,72.4,4645.4,46838.69
31.9,96.1,2095.9,12657.2
18.6,480.5,4994.3,55804.81
19.8,349.7,2938.2,21499.94
42.7,402.7,307.1,6138.8
62.0,204.8,2975.1,27629.46
39.4,174.8,1445.4,9267.37
6.8,124.9,259.2,1331.0
6.7,245.5,4122.2,37774.13
61.0,280.4,1451.1,13605.79
20.4,319.6,4003.1,36796.17
7.7,136.0,1512.3,6124.4
39.1,474.8,1052.2,8670.65
40.7,93.2,4872.3,53691.85
42.2,483.2,1872.1,13854.86
18.6,17.3,3046.7,20765.35
2.9,245.8,3088.9,22220.43
61.8,173.4,2846.3,25208.84
17.6,230.1,4582.0,46206.8
43.9,289.6,3404.8,30403.25
45.8,223.4,2078.3,15189.61
39.8,213.3,4325.7,43813.93
21.4,369.0,987.2,5519.36
18.8,346.1,2766.8,19262.32
39.1,418.3,4757.7,52823.72
55.7,132.5,3164.4,28255.99
60.7,308.7,4103.1,44031.34
8.6,296.7,3302.4,25317.61
11.6,191.2,4212.9,38777.29
60.6,248.2,4728.0,55461.09
47.7,163.8,1437.3,10307.96
56.7,79.5,931.3,8911.21
14.6,114.8,2471.6,15108.76
38.4,61.7,3539.1,30056.53
45.5,344.7,1213.2,9345.21
44.2,333.8,120.1,5243.38
27.3,475.8,1780.4,12208.29
3.0,367.5,4847.4,51440.99
38.1,35.5,3505.3,29859.67
17.7,443.3,2066.5,12454.28
29.9,432.7,1043.6,7203.5
61.4,227.2,1844.8,16356.64
26.7,297.1,932.2,5431.8
54.1,488.3,620.9,8886.48
13.7,270.8,4543.0,45574.24
43.7,453.6,4988.5,57863.0
62.6,50.7,904.2,9605.89
8.3,103.6,367.2,1596.63
2.5,226.0,1715.7,8075.69
28.9,296.5,2362.1,15730.91
7.7,410.0,1103.6,5564.22
48.4,494.2,1577.0,13016.3
58.7,200.5,1084.3,9974.04
28.9,33.2,3893.9,34441.67
18.0,402.6,3591.6,31216.29
28.9,306.1,3211.3,25411.36
46.9,107.3,1997.4,13872.7
2.6,252.5,4554.3,45719.29
38.5,373.7,4850.7,54778.45
40.0,387.5,950.8,7446.11
41.5,254.8,1192.8,8336.02
17.0,159.6,2675.6,17376.51
46.3,487.1,547.1,7407.88
7.7,335.0,2238.6,13190.09
14.4,210.0,2950.8,20615.94
56.4,147.4,2658.2,22276.07
47.8,368.2,1721.5,12975.02
2.9,128.7,2758.0,17135.39
17.4,94.1,4798.1,49855.52
15.3,269.6,1109.5,5600.22
18.8,152.1,3308.7,25385.39
17.3,318.2,312.6,2808.17
5.9,67.8,425.4,1421.53
30.5,330.9,2804.0,20891.65
47.4,148.8,614.2,6745.6
39.6,10.1,209.5,3538.8
43.7,72.2,940.4,6666.34
7.0,467.5,2867.8,20395.48
61.0,435.0,3546.4,36177.43
